가맹점ID,가맹점명,가맹점유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지도로명주소상세정보,소재지지번주소,소재지지번주소상세정보,전화번호,사업자번호,종사업자번호,대표자명,사업자상태,사업자상태변경일,프랜차이즈명,일반직영,음식점분류,시설정보구분,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,배달시작시각,배달종료시각,아침점심저녁구분,배달가능여부,관리기관,관리기관전화번호,데이터기준일자
22080576,신당김밥천국,10,대구,달서구,27290,신당로 63,성서주공2단지아파트,신당동 1846-3,성서주공2단지아파트,053-588-8567,6364900564,,한종섭,01,,김밥천국,01,12,30,35.85377324,128.4994989,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 16:27:27
22080575,날마다복(두류점),10,대구,달서구,27290,야외음악당로 187,,두류동 618-4,,053-625-9733,4823400487,,김순란,01,,날마다복,01,22+23,30,35.85287063,128.5557671,1000,2200,1000,2200,1000,2200,1000,2200,1+3+5,Y,달서구청,053-667-2536,2022-08-17 16:26:35
22080574,신참떡볶이 성당위브점,10,대구,달서구,27290,장기로 136,달서시영아파트,성당동 728-4,달서시영아파트,053-654-6664,5581400715,,임재원,01,,신참떡볶이,01,12,30,35.84373369,128.5456075,1100,2230,1100,2230,1100,2230,,,3+5,N,달서구청,053-667-2536,2022-08-17 16:25:13
22080572,신참떡볶이 월촌역점,10,대구,달서구,27290,송현로 54-1,,송현동 1945-3,,053-242-1094,6990601378,,조철민,01,2021-07-01,신참떡볶이,01,12,30,35.82323866,128.5464953,1100,2200,1100,2200,1100,2200,1100,2200,3+5,Y,달서구청,053-667-2536,2022-08-17 16:23:20
22080571,나드리김밥천국,10,대구,달서구,27290,상화북로 185,상인동동창빌딩,상인동 1527-4,상인동동창빌딩,053-632-7171,5142573704,,정애숙,01,2021-07-01,나드리김밥,01,12,30,35.81331244,128.5457017,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 16:22:22
22080570,김밥천국 송현점,10,대구,달서구,27290,송현로 103,송현우방맨션,송현동 1029-1,송현우방맨션,053-636-5292,5571301145,,이연윤,01,,김밥천국,01,12,30,35.82635663,128.5437501,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 16:19:56
22080569,맘스터치,10,대구,달서구,27290,계대동문로 14,2층,신당동 1790-9,2층,053-587-5551,6350501421,,정영향,01,,맘스터치,01,17+23,30,35.85536561,128.4937899,1000,2230,1000,2230,1000,2230,0940,2230,1+3+5,Y,달서구청,053-667-2536,2022-08-17 16:18:19
22080568,참좋은김밥천국,10,대구,달성군,27710,돌미로2길 1,105호,옥포읍 강림리 1127,105호,053-616-7589,5444300832,,김효정,01,2022-07-01,참좋은김밥천국,01,12,30,35.77906245,128.4385857,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달성군청,053-668-2687,2022-08-17 13:36:23
22080565,돌핑떡볶이,10,대구,달성군,27710,테크노순환로12길 3,102호,유가읍 용리 886,102호,053-616-7763,7165300509,,서명찬,01,2022-07-01,,03,12,10,35.69391505,128.4701973,1100,2100,1100,2100,1100,2100,,,3+5,N,달성군청,053-668-2687,2022-08-17 13:32:09
22080564,굿모닝김밥,10,대구,달성군,27710,과학마을로2길 19,,구지면 응암리 1185-11,,053-611-5433,3302701227,,최금복,01,,굿모닝김밥,01,12,30,35.65396356,128.416164,0800,2100,0800,2100,0000,0000,,,1+3+5,N,달성군청,053-668-2687,2022-08-17 13:30:18
22080563,갓샐러드,10,대구,달성군,27710,돌미상업로 9,101호,옥포읍 교항리 2919,101호,053-615-1705,2805200814,,박나윤,01,,갓샐러드,01,19+23,30,35.78181882,128.4419156,1000,2000,1000,2000,1000,2000,1000,2000,1+3+5,Y,달성군청,053-668-2687,2022-08-17 13:28:58
22080562,다원천연갈비,10,대구,달성군,27710,돌미상업로 9,201호,옥포읍 교항리 2919,201호,053-615-8592,8900400226,,김주련,01,,,03,13,10,35.78181882,128.4419156,1600,2200,1200,2200,1200,2200,,,5,N,달성군청,053-668-2687,2022-08-17 13:26:57
22080561,배떡 테크노점폴리스점,10,대구,달성군,27710,테크노공원로 69,104호,유가읍 봉리 614-2,104호,053-616-0282,4152701080,,최병천,01,,배떡,01,12,30,35.69198343,128.4605101,1100,2200,1100,2200,1100,2200,1100,2200,3+5,Y,달성군청,053-668-2687,2022-08-17 13:25:33
22080560,담선 수제순대국밥 돼지국밥,10,대구,달성군,27710,용호로1길 36,,논공읍 북리 824-176,,053-611-3764,7913300953,,박지영,01,2022-07-01,,03,13+14,30,35.72912054,128.4493644,0900,2100,0900,2100,0900,2100,0900,2100,1+3+5,Y,달성군청,053-668-2687,2022-08-17 13:23:32
22080559,풍국면 달성군청점,10,대구,달성군,27710,달성군청로 30,103호,논공읍 금포리 33-5,103호,053-617-6060,6811401483,,김외숙,01,,풍국면,01,13,30,35.77521166,128.4287117,1130,2100,1130,2100,1130,2100,1130,2100,3+5,Y,달성군청,053-668-2687,2022-08-17 13:22:28
22080558,바이럽,10,대구,달성군,27710,현풍로6길 5,303호,현풍읍 원교리 12-5,303호,0507-1423-6542,4093051469,,김나영,01,,,03,19+23,10,35.69476056,128.4422285,1100,1700,1100,1700,0000,0000,,,3+5,N,달성군청,053-668-2687,2022-08-17 13:14:52
22080557,맘스터치 화원점,10,대구,달성군,27710,비슬로 2583,,화원읍 천내리 40-9,,053-643-1212,8091201694,,이동운,01,,맘스터치,01,17+21,30,35.80404802,128.4992845,1000,2200,1000,2200,1000,2200,1000,2200,1+3+5,Y,달성군청,053-668-2687,2022-08-17 13:12:20
22080556,공주네예쁜커피,10,대구,달성군,27710,서재로 100-1,,다사읍 서재리 258-9,,070-8911-8915,8191701115,,임경숙,01,,,03,12,60,35.87245704,128.4975542,1300,1900,0000,0000,0000,0000,,,3+5,N,달성군청,053-668-2687,2022-08-17 13:11:03
22080555,삼미푸드,10,대구,달성군,27710,대실역북로 11,,다사읍 매곡리 1548-1,,053-522-3222,8642201012,,이수연,01,2022-07-01,,03,18,30,35.85816559,128.4662823,1100,2040,1100,2040,1100,2040,1100,2040,3+5,Y,달성군청,053-668-2687,2022-08-17 13:09:44
22080554,두끼 유가테크노점,10,대구,달성군,27710,테크노공원로 65,203호,유가읍 봉리 614-1,203호,053-615-5580,3400901346,,윤현숙,01,,두끼,01,12,30,35.69197217,128.4601093,1100,2200,1100,2200,1100,2200,,,3+5,N,달성군청,053-668-2687,2022-08-17 13:08:22
22080553,울릉도 쌍둥이식당,10,대구,달성군,27710,서재로 97,,다사읍 서재리 123-7,,053-592-2737,8845700421,,김정은,01,,,03,13,30,35.87223881,128.4970821,1100,2300,1100,2300,1100,2300,1100,2300,3+5,Y,달성군청,053-668-2687,2022-08-17 13:07:01
22080552,김밥파는사람들,10,대구,달성군,27710,달구벌대로 881,108호,다사읍 매곡리 1546-15,108호,053-583-8338,5041368569,,오경옥,01,2012-07-01,김밥파는사람들,01,12,60,35.85780203,128.4657607,0600,2200,0600,2200,0600,2200,0600,2200,1+3+5,Y,달성군청,053-668-2687,2022-08-17 13:03:53
22080551,천안문,10,대구,달성군,27710,화원로1길 8-6,,화원읍 천내리 36-4,,053-634-6969,2414300874,,짱스친,01,,,03,11,30,35.80547858,128.500183,1000,2020,1000,2020,1000,2020,1000,2020,1+3+5,Y,달성군청,053-668-2687,2022-08-17 13:01:53
22080550,죽이야기 대구대실역점,10,대구,달성군,27710,죽곡1길 5,106호,다사읍 죽곡리 807-2,106호,053-593-6288,2131622275,,서현정,01,2021-07-01,죽이야기,01,13+19,30,35.85782823,128.4639228,0900,2030,0900,2030,0900,2030,,,1+3+5,N,달성군청,053-668-2687,2022-08-17 12:56:55
22080549,팔십도국밥청년들 화원점,10,대구,달성군,27710,화원로 10,,화원읍 천내리 42,,053-632-1845,4130283138,,박성현,01,2022-01-01,팔십도국밥청년들,01,13+14,30,35.80584809,128.5012126,1030,2100,0000,0000,0000,0000,,,1+3+5,N,달성군청,053-668-2687,2022-08-17 12:54:37
22080548,현주떡볶이,10,대구,달성군,27710,현풍로6길 5,102호,현풍읍 원교리 12-5,102호,070-8911-3288,5230501701,,정현주,01,,,03,12,10,35.69476056,128.4422285,1100,2100,1100,2100,1100,2100,,,3+5,N,달성군청,053-668-2687,2022-08-17 12:51:51
22080547,신참떡볶이 화원점,10,대구,달성군,27710,명천로 206,,화원읍 명곡리 166,,053-639-6006,6996500473,,전옥희,01,,신참떡볶이,01,12,30,35.80012165,128.4959065,1100,2200,1100,2300,1100,2300,,,3+5,N,달성군청,053-668-2687,2022-08-17 12:50:27
22080546,유가네왕만두,10,대구,달성군,27710,테크노상업로 98,104호,유가읍 봉리 608-1,104호,053-611-1571,2050915983,,유미임,01,,,03,11,30,35.69323251,128.4600992,1100,2200,1100,2200,1100,2200,,,3+5,N,달성군청,053-668-2687,2022-08-17 12:49:05
22080545,상상해물칼국수 옥포점,10,대구,달성군,27710,돌미상업로1길 21,107호,옥포읍 교항리 2911,107호,053-637-3500,5971601130,,이용주,01,2022-07-01,상상해물칼국수,01,13,10,35.78137903,128.441451,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,달성군청,053-668-2687,2022-08-17 12:00:09
22080544,아이러브 피자앤치킨,10,대구,달성군,27710,테크노상업로2길 16-2,109호,현풍읍 중리 500,109호,053-616-7723,8742701071,,신지은,01,2022-07-01,아이러브 피자,01,17+21,30,35.69164981,128.4550196,1600,0000,1200,0000,1200,0000,1600,0000,5,Y,달성군청,053-668-2687,2022-08-17 11:58:41
22080543,나드리김밥천국,10,대구,달서구,27290,월배로 394,,송현동 1931,,053-621-6088,8802300803,,김경희,01,,나드리김밥,01,12,30,35.82945479,128.5507708,0000,0000,0000,0000,0000,0000,1000,2200,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:57:47
22080542,한솥도시락 대곡지구점,10,대구,달서구,27290,도원로 23,102호,도원동 1436,102호,053-637-6114,4223900587,,김화규,01,,한솥도시락,01,19+23,30,35.80761366,128.536061,0900,2100,0900,2100,0900,2100,1030,2030,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:56:53
22080541,홍대함바그,10,대구,달서구,27290,서당로9길 23,2층,신당동 1723,2층,053-721-7103,2280865359,,김미숙,01,2019-07-01,홍대함바그,01,21,30,35.85607843,128.4942606,1000,2000,1000,2000,1000,2000,0850,2000,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:55:28
22080540,한솥도시락  대구용산점,10,대구,달서구,27290,용산로 230,,용산동 932-6,,053-710-9111,5032316674,,옥상훈,01,,한솥도시락,01,19+23,30,35.85804827,128.5308471,0900,2100,0900,2100,0900,2100,0940,2040,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:54:11
22080539,김밥천국,10,대구,달서구,27290,당산로 35,달서종합상가,본리동 145-2,달서종합상가,053-527-2248,5032289393,,강해자,01,,김밥천국,01,12,30,35.84019458,128.5442419,0930,2000,0930,2000,0930,2000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:53:10
22080538,봉구스 상인점 밥버거,10,대구,달서구,27290,월곡로 273,,상인동 1397-1,,053-635-5096,5142604806,,임상숙,01,,봉구스밥버거,01,12+19,30,35.81847244,128.5379423,1000,2230,1000,2230,1000,2230,1100,2200,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:51:51
22080537,네네치킨 앤 봉구스밥버거 도원점,10,대구,달서구,27290,도원로동길 6,,도원동 1437-2,,053-270-5096,2652900383,,구교성,01,2020-07-01,봉구스밥버거,01,12+19,30,35.80759462,128.5364081,1100,2130,1100,2130,1100,2130,1100,2130,3+5,Y,달서구청,053-667-2536,2022-08-17 11:50:50
22080536,한솥도시락  신월성점,10,대구,달서구,27290,조암남로 34,,월성동 1269-3,,053-716-0114,5142480208,,김정규,01,,한솥도시락,01,12,30,35.82191062,128.5290664,0830,1900,0830,1700,0830,1500,0900,1900,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:49:56
22080535,신참떡볶이용산점,10,대구,달서구,27290,용산서로 9,용산세광태왕2차아파트 601동,용산동 935,용산세광태왕2차아파트 601동,053-554-5557,2050508621,,임재원,01,,신참떡볶이,01,12,30,35.85620186,128.5293,1100,2300,1100,2300,1100,2300,1110,2200,3+5,Y,달서구청,053-667-2536,2022-08-17 11:48:56
22080534,참좋은김밥천국,10,대구,달서구,27290,도원로 36,,도원동 1442-1,,053-636-7589,5821000587,,이상미,01,,김밥천국,01,12,30,35.80649677,128.5352486,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:47:44
22080533,GS25다사주공점,20,대구,달성군,27710,매곡로14길 11,주공아파트,다사읍 매곡리 509,주공아파트,053-588-9794,5041236361,,정선희,01,,GS25,01,23,60,35.86706798,128.454914,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달성군청,053-668-2687,2022-08-17 11:47:08
22080532,이웃집소녀떡볶이대곡점,10,대구,달서구,27290,한실로 67,,도원동 1432-8,,053-635-5123,5090262147,,고소진,01,,이웃집소녀떡볶이,01,12,30,35.80731124,128.5340635,1100,2230,1100,2230,0000,0000,1100,2150,3+5,Y,달서구청,053-667-2536,2022-08-17 11:46:45
22080531,GS25논공점,20,대구,달성군,27710,논공로5길 152,(북리 803-129),논공읍 북리 803-129,(북리 803-129),053-614-0956,5143166198,,김태우,01,,GS25,01,23,60,35.72951279,128.4441138,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달성군청,053-668-2687,2022-08-17 11:45:33
22080530,한솥도시락 대구월성점,10,대구,달서구,27290,조암로 48,원더풀스파랜드 119호,월성동 1540-2,원더풀스파랜드 119호,053-268-5454,1062350715,,김화규,01,,한솥도시락,01,19,30,35.82441465,128.5243077,0900,2100,0900,2100,0900,2100,0900,2030,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:45:22
22080529,GS25호산공단점,20,대구,달서구,27290,성서공단로11길 74,(호산동 713),호산동 713,(호산동 713),053-587-4875,2740100442,,성미향,01,,GS25,01,23,60,35.84181284,128.4882826,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:44:33
22080527,GS25호림센타점,20,대구,달서구,27290,달서대로95길 13,(호산동 713-6),호산동 713-6,(호산동 713-6),053-587-5557,1771500890,,권상순,01,,GS25,01,23,60,35.84179962,128.4901859,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:43:29
22080526,GS25  호림공단점,20,대구,달서구,27290,성서공단로11길 40,(호림동 11-17),호림동 11-17,(호림동 11-17),053-583-9579,5031866049,,박윤정,01,,GS25,01,23,60,35.83866138,128.4883131,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:42:27
22080525,취팔선,10,대구,달서구,27290,월성로 20,건도파라다이스,월성동 275-2,건도파라다이스,053-632-1542,5142646072,,이진형,01,2015-07-01,취팔선,01,11,30,35.83158898,128.5331529,1100,2100,1100,2100,1100,2100,1100,2100,3+5,Y,달서구청,053-667-2536,2022-08-17 11:42:04
22080524,GS25 진천청구점,20,대구,달서구,27290,진천로 41,진천청구타운 105동 101호,진천동 490,진천청구타운 105동 101호,053-631-7643,5142622046,,송민교,01,,GS25,01,23,60,35.81196478,128.5238737,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:41:23
22080523,칭구짬뽕 성서계대점,10,대구,달서구,27290,서당로9길 50,,신당동 1712-10,,053-264-7989,2544800050,,오경아,01,2016-07-01,칭구짬뽕,01,11,30,35.856318,128.4927858,1030,2100,1030,2100,1030,2100,1030,2030,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:41:10
22080522,미성당,10,대구,달서구,27290,상인서로 3,상인평광맨션,상인동 1557,상인평광맨션,053-637-9493,5142043715,,정태선,01,,미성당납작만두,01,12,30,35.81139438,128.5471541,1100,2000,1100,2000,1100,2000,1100,2000,3+5,Y,달서구청,053-667-2536,2022-08-17 11:40:04
22080521,GS25진천리슈빌점,20,대구,달서구,27290,월배로15길 19,(진천동 595-57),진천동 595-57,(진천동 595-57),053-633-3360,3560101419,,오주영,01,,GS25,01,23,60,35.81477226,128.5224224,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:39:58
22080520,김밥천국,10,대구,달서구,27290,월배로 114,,진천동 246-9,,053-633-6504,5141399899,,이선우,01,2010-07-01,김밥천국,01,12,30,35.81454818,128.527051,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:39:03
22080519,지에스(GS)25 월배이안점,20,대구,달서구,27290,조암남로 116,이안월배아파트 상가동 103+ 104+ 105호,대천동 326-1,이안월배아파트 상가동 103+ 104+ 105호,053-642-3021,7123101111,,현승권,01,,GS25,01,23,60,35.8193073,128.5211095,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:38:36
22080518,신촌김밥천국,10,대구,달서구,27290,월배로24길 52,,진천동 255-5,,053-631-7009,5142287721,,박영점,01,,김밥천국,01,12,30,35.81267377,128.5283198,0800,2100,0800,2100,0000,0000,1100,2100,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:38:06
22080517,GS25 월배에이스점,20,대구,달서구,27290,월배로 180,(상인동 257-12),상인동 257-12,(상인동 257-12),053-638-2410,4050899209,,김병호,01,,GS25,01,23,60,35.81730021,128.5335349,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:37:08
22080516,금화루,10,대구,달서구,27290,성지로14안길 12,,용산동 455-6,,053-587-9882,5013826938,,김재숙,01,,금화루,01,11,30,35.85601922,128.5221746,1000,2000,1000,2000,1000,2000,1000,2000,1+3+5,Y,달서구청,053-667-2536,2022-08-17 11:37:02
22080515,김밥매니아,10,대구,달서구,27290,성지로 84,,용산동 446-2,,053-583-1478,5034214003,,송춘녀,01,,김밥매니아,01,12,30,35.85676179,128.5213199,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:36:07
22080514,GS25 월배아이파크점,20,대구,달서구,27290,월배로5길 76,대구월배2차 아이파크 230동 101호,유천동 612,대구월배2차 아이파크 230동 101호,053-638-1009,6033605609,,최동환,01,,GS25,01,23,60,35.81946039,128.5137102,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:35:45
22080513,고봉민김밥인만촌점,10,대구,수성구,27260,동원로 123,메트로팔레스2단지아파트 221동101호,만촌동 1356-7,메트로팔레스2단지아파트 221동101호,053-755-5514,2841701717,,이윤숙,01,,고봉민김밥,01,12,30,35.86865033,128.6354933,0700,1700,0700,1700,0700,1700,,,1+3,N,수성구청,053-666-4646,2022-08-17 11:35:06
22080512,GS25 용산평화점,20,대구,달서구,27290,성서동로 350,평화타운,용산동 905,평화타운,053-585-6562,4570501379,,황재형,01,,GS25,01,23,60,35.85113711,128.5164397,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:34:19
22080511,채다올김밥 알파시티점,10,대구,수성구,27260,알파시티2로 26,더THE-리치빌딩 1층104호,시지동 584-1,더THE-리치빌딩 1층104호,053-792-5123,1163101220,,황보영,01,,채다올김밥,01,12,30,35.83962525,128.6920235,1100,2000,1100,2000,1100,2000,1000,2000,3+5,Y,수성구청,053-666-4646,2022-08-17 11:34:05
22080510,지에스(GS)25 영남고정문점,20,대구,달서구,27290,월곡로 294,에스앤시티 상가 103동 101호,상인동 70-1,에스앤시티 상가 103동 101호,053-637-0434,7861201203,,박숙이,01,,GS25,01,23,60,35.82011537,128.5370811,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:32:58
22080509,GS25 신당원룸점,20,대구,달서구,27290,서당로12길 21,1층(신당동 477),신당동 477,1층(신당동 477),053-581-0954,8915700394,,성미,01,,GS25,01,23,60,35.85673054,128.496698,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:31:39
22080508,GS25신당신서점,20,대구,달서구,27290,계대동문로3길 28,(신당동 1725-11),신당동 1725-11,(신당동 1725-11),053-588-3113,5032270249,,박세준,01,,GS25,01,23,60,35.85695482,128.4942595,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:30:22
22080507,지에스(GS)25 송현중앙점,20,대구,달서구,27290,중흥로8길 105,(송현동 438-1),송현동 438-1,(송현동 438-1),053-622-4106,1843500862,,임영숙,01,,GS25,01,23,60,35.826924,128.5526539,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:29:07
22080506,GS25 성서화성점,20,대구,달서구,27290,이곡공원로 32,(이곡동 1248-3),이곡동 1248-3,(이곡동 1248-3),053-588-9225,2725300071,,하영순,01,,GS25,01,23,60,35.85496129,128.5109948,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:28:02
22080505,맘스터치(중동점),10,대구,수성구,27260,수성로 214,백천빌딩,중동 100-2,백천빌딩,0504-0544-5242,2270894036,,안태영,01,,맘스터치,01,17+23,30,35.84452922,128.6129748,1030,2200,1030,2200,1030,2200,1030,2200,1+3+5,Y,수성구청,053-666-4646,2022-08-17 11:26:46
22080504,gs25 성서호산점,20,대구,달서구,27290,달서대로109안길 50,1층 (호산동 387),호산동 387,1층 (호산동 387),053-593-1558,2214200475,,성호정,01,,GS25,01,23,60,35.84996678,128.4850669,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:26:18
22080503,GS25성서와룡점,20,대구,달서구,27290,달구벌대로251길 27,(이곡2동 1202-10),이곡동 1202-10,(이곡2동 1202-10),053-588-7880,5030964923,,전태선,01,,GS25,01,23,60,35.85457484,128.5046432,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:24:43
22080502,선비꼬마김밥범어점,10,대구,수성구,27260,달구벌대로 2435,두산위브더제니스 301동104-1호,범어동 179,두산위브더제니스 301동104-1호,053-214-7588,5754200862,,류승오,01,,선비꼬마김밥,01,12,30,35.86098925,128.628268,0800,2000,0800,2000,0700,1500,1000,2000,1+3+5,Y,수성구청,053-666-4646,2022-08-17 11:24:34
22080501,지에스(GS)25 성서신당점,20,대구,달서구,27290,서당로 35,(신당동 1812),신당동 1812,(신당동 1812),053-592-7555,3443900967,,박윤희,01,,GS25,01,23,60,35.85484179,128.4954254,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:23:34
22080500,선비꼬마김밥수성점,10,대구,수성구,27260,수성로 393,수성하이츠 101호,수성동4가 1090-8,수성하이츠 101호,053-242-7588,8562601080,,이선희,01,,선비꼬마김밥,01,12,30,35.86116149,128.6132923,0800,2000,0800,2000,0800,2000,1000,2000,1+3+5,Y,수성구청,053-666-4646,2022-08-17 11:23:25
22080499,GS25 성서별초롱점,20,대구,달서구,27290,선원로 171,성서무지개타운 112동 108+109호,이곡동 1332,성서무지개타운 112동 108+109호,0507-1405-0157,3410901510,,신민호,01,,GS25,01,23,60,35.85928497,128.5119812,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:22:31
22080498,맘스터치 시지고산점,10,대구,수성구,27260,달구벌대로 3130,1층,시지동 316-3,1층,053-792-0222,5762801363,,신차순,01,,맘스터치,01,17+23,30,35.84183908,128.699192,1030,2200,1030,2200,1030,2200,1030,2140,1+3+5,Y,수성구청,053-666-4646,2022-08-17 11:22:16
22080497,GS25성서대로점,20,대구,달서구,27290,달서대로 555,일신테크노밸리 114호,신당동 1261,일신테크노밸리 114호,053-581-2722,5861900414,,김경숙,01,,GS25,01,23,60,35.84876122,128.4912785,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:21:08
22080496,GS25 성서공단점,20,대구,달서구,27290,성서서로 176,(갈산동 264-7),갈산동 264-7,(갈산동 264-7),053-583-7873,8550600794,,강현정,01,,GS25,01,23,60,35.84070139,128.5001629,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:19:50
22080495,마이카츠범어힐스테이트점,10,대구,수성구,27260,범어로18길 22,힐스테이트 범어 101호,범어동 2264,힐스테이트 범어 101호,053-244-7722,3092104422,,최연화,01,,마이카츠,01,18+21,30,35.85680019,128.636545,1100,2100,1100,2100,1100,2100,1050,2100,3+5,Y,수성구청,053-666-4646,2022-08-17 11:19:16
22080494,GS25성당위브점,20,대구,달서구,27290,장기로26길 39,(성당동 707-8),성당동 707-8,(성당동 707-8),053-655-0803,5032252955,,장문정,01,,GS25,01,23,60,35.84529956,128.5467751,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:18:29
22080493,맘스터치,10,대구,수성구,27260,화랑로 74,동영빌딩,만촌동 1325-6,동영빌딩,053-755-3393,3103300282,,김슬기,01,,맘스터치,01,17+23,30,35.87158162,128.6350181,1030,2300,1030,2300,1030,2300,1010,2210,1+3+5,Y,수성구청,053-666-4646,2022-08-17 11:17:57
22080490,지에스(GS)25 상인월배점,20,대구,달서구,27290,월배로34길 30,(상인동 326-14),상인동 326-14,(상인동 326-14),053-636-8661,3101662689,,김정미,01,,GS25,01,23,60,35.81547095,128.5321858,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:15:59
22080489,GS25상인월곡점,20,대구,달서구,27290,상인로 49,(상인3동 1565-1),상인동 1565-1,(상인3동 1565-1),053-637-5603,7020300640,,안남숙,01,,GS25,01,23,60,35.81179838,128.5485114,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:14:51
22080488,통큰감자탕보쌈앤국밥,10,대구,달성군,27710,용호로2길 7,,논공읍 북리 824-16,,053-615-9288,5142299213,,오세범,01,2015-07-01,,03,13+14,30,35.7286267,128.4460089,1000,2200,1000,2200,1000,2200,1000,2200,1+3+5,Y,달성군청,053-668-2687,2022-08-17 11:14:10
22080487,GS25상인에이스점,20,대구,달서구,27290,상화로 287,,상인동 1332-196,,053-633-2325,4235600350,,최동길,01,,GS25,01,23,60,35.80869498,128.5449954,0000,0000,0000,0000,0000,0000,,,1+3+5,N,달서구청,053-667-2536,2022-08-17 11:13:39
22080486,바다양푼이동태탕,10,대구,달성군,27710,용호로2길 7,,논공읍 북리 824-16,,053-614-5550,7815400359,,오세범,01,,바다양푼이동태탕,01,13+14,30,35.7286267,128.4460089,1100,2130,1100,2130,1100,2130,,,3+5,N,달성군청,053-668-2687,2022-08-17 11:12:41
22080485,참좋은김밥천국,10,대구,달성군,27710,비슬로 2707-1,,화원읍 구라리 1735-13,,053-634-7589,3061416673,,박병현,01,,참좋은김밥천국,01,12,60,35.80919071,128.5112857,0000,0000,0000,0000,0000,0000,1000,0130,1+3+5,Y,달성군청,053-668-2687,2022-08-17 11:12:25
22080484,이삭토스트 &커피,10,대구,달성군,27710,돌미상업로 9,104호,옥포읍 교항리 2919,104호,053-614-1383,3093000340,,김형욱,01,2018-07-01,이삭토스트,01,20+21,60,35.78181882,128.4419156,1030,2100,1030,1900,1030,1900,1030,2050,1+3+5,Y,달성군청,053-668-2687,2022-08-17 11:11:29
